id_restaurant,href_inspection
0E890E1A5E7E4EBA85257C9A005441D4,Food-InspectionDetails?OpenView&RestrictToCategory=CE5E79871994760A85257F6B0067271A
0E890E1A5E7E4EBA85257C9A005441D4,Food-InspectionDetails?OpenView&RestrictToCategory=98BE1D49AB3D43E485257E0B006B9267
0E890E1A5E7E4EBA85257C9A005441D4,Food-InspectionDetails?OpenView&RestrictToCategory=69F64FC8F3E2D30285257D4D005C3C07
6845C303B135CC5285257CCF004C7119,Food-InspectionDetails?OpenView&RestrictToCategory=F2D0F10138BC73D1852580EA0069FFCE
6845C303B135CC5285257CCF004C7119,Food-InspectionDetails?OpenView&RestrictToCategory=031D20A76C9BAA5285257FCE006B36D1
6845C303B135CC5285257CCF004C7119,Food-InspectionDetails?OpenView&RestrictToCategory=E13C90BCC17D350C85257E0D0055C714
6845C303B135CC5285257CCF004C7119,Food-InspectionDetails?OpenView&RestrictToCategory=735FBB531CD69FD785257CD20064EA6A
6845C303B135CC5285257CCF004C7119,Food-InspectionDetails?OpenView&RestrictToCategory=6C899CFF84E49C4E85257CBE00489C2B
7F8238F0F1DC977688257C780076B658,Food-InspectionDetails?OpenView&RestrictToCategory=076AB0D05841CA82852580E300629F87
7F8238F0F1DC977688257C780076B658,Food-InspectionDetails?OpenView&RestrictToCategory=C5C1492FC36AB61785257F7900412302
7F8238F0F1DC977688257C780076B658,Food-InspectionDetails?OpenView&RestrictToCategory=E6CCB7FCAEFCFDD485257E3B004E53D1
7F8238F0F1DC977688257C780076B658,Food-InspectionDetails?OpenView&RestrictToCategory=E843DB35E5CE707D85257CAD006016B7
3F64E84737B8FE8985257F5B007468F4,Food-InspectionDetails?OpenView&RestrictToCategory=588A5655B4525B1D85258186004F3631
3F64E84737B8FE8985257F5B007468F4,Food-InspectionDetails?OpenView&RestrictToCategory=E5A8936F04B69222852580FE004FE691
3F64E84737B8FE8985257F5B007468F4,Food-InspectionDetails?OpenView&RestrictToCategory=3022AD957AB581DB85257F99004E4180
7C8965F69FB8F3A985257FAF005130FB,Food-InspectionDetails?OpenView&RestrictToCategory=B8F45F8002293B9C852581930048F2E1
7C8965F69FB8F3A985257FAF005130FB,Food-InspectionDetails?OpenView&RestrictToCategory=5DE6CD2C3586605885257FFE0066F9C6
7C8965F69FB8F3A985257FAF005130FB,Food-InspectionDetails?OpenView&RestrictToCategory=0469E0AF7426B5FD85257FEA005A73DF
ACA0C09219015B1085257D730062CBEC,Food-InspectionDetails?OpenView&RestrictToCategory=E6BA4771394F636E85258199007E100A
ACA0C09219015B1085257D730062CBEC,Food-InspectionDetails?OpenView&RestrictToCategory=903B7485F6A124DD852580ED00673285
ACA0C09219015B1085257D730062CBEC,Food-InspectionDetails?OpenView&RestrictToCategory=F597E73A7F86D5CD852580ED00677029
ACA0C09219015B1085257D730062CBEC,Food-InspectionDetails?OpenView&RestrictToCategory=78D3BD2207226F3D852580ED00674055
ACA0C09219015B1085257D730062CBEC,Food-InspectionDetails?OpenView&RestrictToCategory=634C17D5BCC9ECBC852580CE0077579C
ACA0C09219015B1085257D730062CBEC,Food-InspectionDetails?OpenView&RestrictToCategory=09E232C18F9816DA852580C600473B49
ACA0C09219015B1085257D730062CBEC,Food-InspectionDetails?OpenView&RestrictToCategory=5FB0B19BA3F92733852580C60044DB3E
ACA0C09219015B1085257D730062CBEC,Food-InspectionDetails?OpenView&RestrictToCategory=8E6A7DA511CD2B3685257FA30070465F
ACA0C09219015B1085257D730062CBEC,Food-InspectionDetails?OpenView&RestrictToCategory=02E6F949FE4F6E7B85257FA3006F546F
ACA0C09219015B1085257D730062CBEC,Food-InspectionDetails?OpenView&RestrictToCategory=5CFEC9524ECEC34D85257F22004ED66D
ACA0C09219015B1085257D730062CBEC,Food-InspectionDetails?OpenView&RestrictToCategory=A15D0F6C2B662AD985257F22004E410D
ACA0C09219015B1085257D730062CBEC,Food-InspectionDetails?OpenView&RestrictToCategory=2758EF78311392BA85257EC0004A7E35
ACA0C09219015B1085257D730062CBEC,Food-InspectionDetails?OpenView&RestrictToCategory=0A654F6EE682689185257EC0004A811A
ACA0C09219015B1085257D730062CBEC,Food-InspectionDetails?OpenView&RestrictToCategory=E3F2220DB77A651C85257D960052CA9D
ACA0C09219015B1085257D730062CBEC,Food-InspectionDetails?OpenView&RestrictToCategory=65696AFEE19C0BF785257D960052D1E5
2DBBED71B8435AE188257C780076AB34,Food-InspectionDetails?OpenView&RestrictToCategory=0527594483EBB7E8852581BC006B2D58
2DBBED71B8435AE188257C780076AB34,Food-InspectionDetails?OpenView&RestrictToCategory=C62A2BB6B0DF7601852581BC006A8DE5
2DBBED71B8435AE188257C780076AB34,Food-InspectionDetails?OpenView&RestrictToCategory=1EDFD109012C4972852581010063E3B8
2DBBED71B8435AE188257C780076AB34,Food-InspectionDetails?OpenView&RestrictToCategory=C2EF77C4AC20BF0B8525810100653B36
2DBBED71B8435AE188257C780076AB34,Food-InspectionDetails?OpenView&RestrictToCategory=F590D739CAE431628525809F005A7843
2DBBED71B8435AE188257C780076AB34,Food-InspectionDetails?OpenView&RestrictToCategory=C82D3E0E0AAA339B8525809F005B7E2E
2DBBED71B8435AE188257C780076AB34,Food-InspectionDetails?OpenView&RestrictToCategory=8D09F582088BEE0D85257FDB00627582
2DBBED71B8435AE188257C780076AB34,Food-InspectionDetails?OpenView&RestrictToCategory=4FFCE88FE56B024585257FDB0060218A
2DBBED71B8435AE188257C780076AB34,Food-InspectionDetails?OpenView&RestrictToCategory=7170FF5FD290AAEC85257F4E006D8EDA
2DBBED71B8435AE188257C780076AB34,Food-InspectionDetails?OpenView&RestrictToCategory=46B743327EBF881E85257F4E006CEC5D
2DBBED71B8435AE188257C780076AB34,Food-InspectionDetails?OpenView&RestrictToCategory=A8210D566963B95685257F0E0068680A
2DBBED71B8435AE188257C780076AB34,Food-InspectionDetails?OpenView&RestrictToCategory=103AE5699ED6CE8085257F0E006784A1
2DBBED71B8435AE188257C780076AB34,Food-InspectionDetails?OpenView&RestrictToCategory=CD04496FF899A75485257DF00064C522
2DBBED71B8435AE188257C780076AB34,Food-InspectionDetails?OpenView&RestrictToCategory=7E5C61477B04880D85257DF00064C9B3
2DBBED71B8435AE188257C780076AB34,Food-InspectionDetails?OpenView&RestrictToCategory=088FB9140255627885257D80005FF67C
2DBBED71B8435AE188257C780076AB34,Food-InspectionDetails?OpenView&RestrictToCategory=4177BB66D55175D585257D80005FFA64
822472906AE8E0FD88257C780076B522,Food-InspectionDetails?OpenView&RestrictToCategory=FA1F9938E7BFBE05852581D90065F181
822472906AE8E0FD88257C780076B522,Food-InspectionDetails?OpenView&RestrictToCategory=7FC9D2838993A74E85258117006EAB2A
822472906AE8E0FD88257C780076B522,Food-InspectionDetails?OpenView&RestrictToCategory=C2F243782BAD060985258041006E1318
822472906AE8E0FD88257C780076B522,Food-InspectionDetails?OpenView&RestrictToCategory=8EE2EDF4055229B285257F8D0042A2A4
822472906AE8E0FD88257C780076B522,Food-InspectionDetails?OpenView&RestrictToCategory=60FAE0F63ADD3B0E85257EF2005C56AF
822472906AE8E0FD88257C780076B522,Food-InspectionDetails?OpenView&RestrictToCategory=A7A3C018C0CB709485257E73006A6557
822472906AE8E0FD88257C780076B522,Food-InspectionDetails?OpenView&RestrictToCategory=18C7825CA5B72CAE85257D5D0063FE96
822472906AE8E0FD88257C780076B522,Food-InspectionDetails?OpenView&RestrictToCategory=695DD6F60454022885257CC50068E61D
A14C6E25FF4E0F9A85257EC30068B120,Food-InspectionDetails?OpenView&RestrictToCategory=E06B59546D79F32B8525818C004E370B
A14C6E25FF4E0F9A85257EC30068B120,Food-InspectionDetails?OpenView&RestrictToCategory=44747DE481BC5835852580A70070AA87
A14C6E25FF4E0F9A85257EC30068B120,Food-InspectionDetails?OpenView&RestrictToCategory=28C2C111AAE8FDFB852580170059D3AA
B3FA0DE4BDE82E1888257C780076B386,Food-InspectionDetails?OpenView&RestrictToCategory=0EB6B1B57424D291852581D7006D9961
B3FA0DE4BDE82E1888257C780076B386,Food-InspectionDetails?OpenView&RestrictToCategory=156E3EA81DF02FCD8525811D00697B29
B3FA0DE4BDE82E1888257C780076B386,Food-InspectionDetails?OpenView&RestrictToCategory=96855CEC0D0E4E19852580A3006C4767
B3FA0DE4BDE82E1888257C780076B386,Food-InspectionDetails?OpenView&RestrictToCategory=80F3B5C588D25E4B852580420061850F
B3FA0DE4BDE82E1888257C780076B386,Food-InspectionDetails?OpenView&RestrictToCategory=AA3F19ABF6042EEB85257F1800643722
B3FA0DE4BDE82E1888257C780076B386,Food-InspectionDetails?OpenView&RestrictToCategory=E5C48318BB9DB86E85257F1600638F99
B3FA0DE4BDE82E1888257C780076B386,Food-InspectionDetails?OpenView&RestrictToCategory=18AD22D0C8A7550285257EC80064DB2D
B3FA0DE4BDE82E1888257C780076B386,Food-InspectionDetails?OpenView&RestrictToCategory=A0D7DE54586C2C0A85257DB600661334
B3FA0DE4BDE82E1888257C780076B386,Food-InspectionDetails?OpenView&RestrictToCategory=0F74FAB0D912177485257D49004FD2DD
EAF33595EB6A692F8525806500706A97,Food-InspectionDetails?OpenView&RestrictToCategory=83BC712BFD9B2513852581D800604116
EAF33595EB6A692F8525806500706A97,Food-InspectionDetails?OpenView&RestrictToCategory=9985004FCC42C3F585258160005F7FF0
EAF33595EB6A692F8525806500706A97,Food-InspectionDetails?OpenView&RestrictToCategory=C1613034B195AE81852580A70057759E
EAF33595EB6A692F8525806500706A97,Food-InspectionDetails?OpenView&RestrictToCategory=88D2A8ED4DCDE431852580980079DCD2
74900BE78AC45DB288257C780076B81D,Food-InspectionDetails?OpenView&RestrictToCategory=B761DD8C9313B6668525819F00705806
74900BE78AC45DB288257C780076B81D,Food-InspectionDetails?OpenView&RestrictToCategory=1FAA70F1BE38AE428525810500680A70
74900BE78AC45DB288257C780076B81D,Food-InspectionDetails?OpenView&RestrictToCategory=6AE047007AE4F448852580420051F9CE
74900BE78AC45DB288257C780076B81D,Food-InspectionDetails?OpenView&RestrictToCategory=1F98C3C053FA070285257FA90072E47C
74900BE78AC45DB288257C780076B81D,Food-InspectionDetails?OpenView&RestrictToCategory=EE86F331F86D0C4085257ECE0056EB37
74900BE78AC45DB288257C780076B81D,Food-InspectionDetails?OpenView&RestrictToCategory=CD84B096D918030785257E00007292C3
74900BE78AC45DB288257C780076B81D,Food-InspectionDetails?OpenView&RestrictToCategory=D5DC98D38767AD5888257D4F005D4A4F
74900BE78AC45DB288257C780076B81D,Food-InspectionDetails?OpenView&RestrictToCategory=B836B3A38681357285257C9B0070C113
A04AE1F1A1F8672288257C780076B099,Food-InspectionDetails?OpenView&RestrictToCategory=C48BEFBC1AAF432E852581D000758F71
A04AE1F1A1F8672288257C780076B099,Food-InspectionDetails?OpenView&RestrictToCategory=AFF643BE2FD4ECFD85258117006F36EC
A04AE1F1A1F8672288257C780076B099,Food-InspectionDetails?OpenView&RestrictToCategory=B072A62C79D03F4D8525804C005D40DE
A04AE1F1A1F8672288257C780076B099,Food-InspectionDetails?OpenView&RestrictToCategory=59378A55EAF48C2385257F950054B61E
A04AE1F1A1F8672288257C780076B099,Food-InspectionDetails?OpenView&RestrictToCategory=E27BD5F9DD90914F85257F000064C4B0
A04AE1F1A1F8672288257C780076B099,Food-InspectionDetails?OpenView&RestrictToCategory=299939350950F54285257E7E005356C1
A04AE1F1A1F8672288257C780076B099,Food-InspectionDetails?OpenView&RestrictToCategory=5A20FCD9FFF133F885257D96005A6B9B
A04AE1F1A1F8672288257C780076B099,Food-InspectionDetails?OpenView&RestrictToCategory=1A5811D1653B409085257CEB006491AF
17FC60FF50AA97E885257CD10064FC7A,Food-InspectionDetails?OpenView&RestrictToCategory=1F2144071F25A1C785258195006536F4
17FC60FF50AA97E885257CD10064FC7A,Food-InspectionDetails?OpenView&RestrictToCategory=8EF38E6F9A7DED3E852580F30056FE41
17FC60FF50AA97E885257CD10064FC7A,Food-InspectionDetails?OpenView&RestrictToCategory=C9798945A36D91078525805D0050E28E
17FC60FF50AA97E885257CD10064FC7A,Food-InspectionDetails?OpenView&RestrictToCategory=CB3F34C5C13748F185257F8E0061940F
17FC60FF50AA97E885257CD10064FC7A,Food-InspectionDetails?OpenView&RestrictToCategory=37034CBB74E02A0185257EC80053478A
17FC60FF50AA97E885257CD10064FC7A,Food-InspectionDetails?OpenView&RestrictToCategory=4FF403BD822148CC85257E590052005B
17FC60FF50AA97E885257CD10064FC7A,Food-InspectionDetails?OpenView&RestrictToCategory=CE70CB8487B7DED585257D7F0060093F
17FC60FF50AA97E885257CD10064FC7A,Food-InspectionDetails?OpenView&RestrictToCategory=06F55EE2699B417585257CED006842AB
17FC60FF50AA97E885257CD10064FC7A,Food-InspectionDetails?OpenView&RestrictToCategory=46EF5468B1F275D685257CD100655211
B932B16B790D2A4C85257D480054628A,Food-InspectionDetails?OpenView&RestrictToCategory=B914FF1E715A5BA2852581E60073271A
B932B16B790D2A4C85257D480054628A,Food-InspectionDetails?OpenView&RestrictToCategory=9559CDF1A4218A74852580AB007BBC94
B932B16B790D2A4C85257D480054628A,Food-InspectionDetails?OpenView&RestrictToCategory=A922F713530F351985257FE00058A2BC
B932B16B790D2A4C85257D480054628A,Food-InspectionDetails?OpenView&RestrictToCategory=6F7A540345EC13B185257F4F0060385B
B932B16B790D2A4C85257D480054628A,Food-InspectionDetails?OpenView&RestrictToCategory=21B9686FEDF4CDED85257EB40058779E
B932B16B790D2A4C85257D480054628A,Food-InspectionDetails?OpenView&RestrictToCategory=C52536034C7350C385257DE20062EF43
B932B16B790D2A4C85257D480054628A,Food-InspectionDetails?OpenView&RestrictToCategory=421B093E3D76209C85257D4F005844BC
3B06E231E17D164088257C780076AB56,Food-InspectionDetails?OpenView&RestrictToCategory=C4C30A4E7CC0DF3A8525815600631633
3B06E231E17D164088257C780076AB56,Food-InspectionDetails?OpenView&RestrictToCategory=B8B2546677FCCC14852580DB005CFD1A
3B06E231E17D164088257C780076AB56,Food-InspectionDetails?OpenView&RestrictToCategory=8C571FEA99A1FA2A85258017006B84AA
3B06E231E17D164088257C780076AB56,Food-InspectionDetails?OpenView&RestrictToCategory=815FE78F57A902F485257FA1005BCBEB
3B06E231E17D164088257C780076AB56,Food-InspectionDetails?OpenView&RestrictToCategory=BF166AA2B8189B5F85257F490067BFAF
3B06E231E17D164088257C780076AB56,Food-InspectionDetails?OpenView&RestrictToCategory=4552ACF9E9E00DDB85257EF100596C73
3B06E231E17D164088257C780076AB56,Food-InspectionDetails?OpenView&RestrictToCategory=6B42FE13EC761B9485257DD40071C81F
3B06E231E17D164088257C780076AB56,Food-InspectionDetails?OpenView&RestrictToCategory=1D44993AB134289D85257CEB00613AA5
478E5F41C9B9A46B88257C780076B5F4,Food-InspectionDetails?OpenView&RestrictToCategory=D8E500D29D4E9F5085258194005057B3
478E5F41C9B9A46B88257C780076B5F4,Food-InspectionDetails?OpenView&RestrictToCategory=475D8147926C7F1485258194004FE5E1
478E5F41C9B9A46B88257C780076B5F4,Food-InspectionDetails?OpenView&RestrictToCategory=BC73B790223B2E53852580CF00622ADE
478E5F41C9B9A46B88257C780076B5F4,Food-InspectionDetails?OpenView&RestrictToCategory=858BC46E2CB1F2DC852580CF0061C123
478E5F41C9B9A46B88257C780076B5F4,Food-InspectionDetails?OpenView&RestrictToCategory=8C473F73FDE103618525808A0076AB49
478E5F41C9B9A46B88257C780076B5F4,Food-InspectionDetails?OpenView&RestrictToCategory=E52897BC88EC61B88525808A007602A0
478E5F41C9B9A46B88257C780076B5F4,Food-InspectionDetails?OpenView&RestrictToCategory=C2B989C8821FAB4885257F4E006EA424
478E5F41C9B9A46B88257C780076B5F4,Food-InspectionDetails?OpenView&RestrictToCategory=25C53DA5D5A61CEF85257F4E006EB518
478E5F41C9B9A46B88257C780076B5F4,Food-InspectionDetails?OpenView&RestrictToCategory=1CA1EB2CBD3A850C85257F4E006E4C31
478E5F41C9B9A46B88257C780076B5F4,Food-InspectionDetails?OpenView&RestrictToCategory=5614DEA88974D76985257E8A005A4180
478E5F41C9B9A46B88257C780076B5F4,Food-InspectionDetails?OpenView&RestrictToCategory=1512CF0D2A71828D85257E8A0059F23E
478E5F41C9B9A46B88257C780076B5F4,Food-InspectionDetails?OpenView&RestrictToCategory=0DFC90D296A3E29C85257DD900709580
478E5F41C9B9A46B88257C780076B5F4,Food-InspectionDetails?OpenView&RestrictToCategory=3AC38334DD330D7F85257DD9007110F9
478E5F41C9B9A46B88257C780076B5F4,Food-InspectionDetails?OpenView&RestrictToCategory=B5E4101E416A58F585257D50006C82EE
478E5F41C9B9A46B88257C780076B5F4,Food-InspectionDetails?OpenView&RestrictToCategory=0E0D5F6458142B1F85257D50006D2A38
81E550CAD5548C0E88257C780076B35B,Food-InspectionDetails?OpenView&RestrictToCategory=ECD08AD00E209622852581C400688102
81E550CAD5548C0E88257C780076B35B,Food-InspectionDetails?OpenView&RestrictToCategory=98BF1ABE25A86EC7852581C4006777C2
81E550CAD5548C0E88257C780076B35B,Food-InspectionDetails?OpenView&RestrictToCategory=734272562E9B9C3C852580AD006CD144
81E550CAD5548C0E88257C780076B35B,Food-InspectionDetails?OpenView&RestrictToCategory=8C8EBCD94E5D8AA3852580AD006BA8B8
81E550CAD5548C0E88257C780076B35B,Food-InspectionDetails?OpenView&RestrictToCategory=73BEC7A89449C91185258052006888EC
81E550CAD5548C0E88257C780076B35B,Food-InspectionDetails?OpenView&RestrictToCategory=EE8750FD78AA94248525805200691965
81E550CAD5548C0E88257C780076B35B,Food-InspectionDetails?OpenView&RestrictToCategory=F575280837C1EC4685257F07006A556A
81E550CAD5548C0E88257C780076B35B,Food-InspectionDetails?OpenView&RestrictToCategory=9804008615C39C4385257F070068DD6C
81E550CAD5548C0E88257C780076B35B,Food-InspectionDetails?OpenView&RestrictToCategory=46383DBCB6CB85B585257E3D006533DF
81E550CAD5548C0E88257C780076B35B,Food-InspectionDetails?OpenView&RestrictToCategory=DCACCBC794E71E9185257E3D0065C097
81E550CAD5548C0E88257C780076B35B,Food-InspectionDetails?OpenView&RestrictToCategory=006AC025BF2DB4C585257DD300661518
81E550CAD5548C0E88257C780076B35B,Food-InspectionDetails?OpenView&RestrictToCategory=C37F3FCCD029596785257DD3006664D5
81E550CAD5548C0E88257C780076B35B,Food-InspectionDetails?OpenView&RestrictToCategory=B7CCC283CF214C8C85257D8F0065F0CC
81E550CAD5548C0E88257C780076B35B,Food-InspectionDetails?OpenView&RestrictToCategory=302015A784CB7B8A85257D8F006ACEDE
48269C134D76D41B88257C780076B726,Food-InspectionDetails?OpenView&RestrictToCategory=9BCEF6BCD29E7293852581B8005B4B80
48269C134D76D41B88257C780076B726,Food-InspectionDetails?OpenView&RestrictToCategory=ED96E19BE39B55AD852581B8005D197B
48269C134D76D41B88257C780076B726,Food-InspectionDetails?OpenView&RestrictToCategory=5E8379FD8843064B852580A70075DFC1
48269C134D76D41B88257C780076B726,Food-InspectionDetails?OpenView&RestrictToCategory=13257CB96B31DCA9852580A70073F9F8
48269C134D76D41B88257C780076B726,Food-InspectionDetails?OpenView&RestrictToCategory=544256E4232940B38525803E0062A544
48269C134D76D41B88257C780076B726,Food-InspectionDetails?OpenView&RestrictToCategory=2A1047A106297E678525803E0061974A
48269C134D76D41B88257C780076B726,Food-InspectionDetails?OpenView&RestrictToCategory=830E621DF900ADEB85257F61005D74F6
48269C134D76D41B88257C780076B726,Food-InspectionDetails?OpenView&RestrictToCategory=E0E70CDEE9BE67BE85257F61005D430E
48269C134D76D41B88257C780076B726,Food-InspectionDetails?OpenView&RestrictToCategory=D34D50B28922453185257F06006FA41C
48269C134D76D41B88257C780076B726,Food-InspectionDetails?OpenView&RestrictToCategory=0F9034415B8CB35485257F0600707907
48269C134D76D41B88257C780076B726,Food-InspectionDetails?OpenView&RestrictToCategory=AA05999CA8272B5385257DF80063EF0B
48269C134D76D41B88257C780076B726,Food-InspectionDetails?OpenView&RestrictToCategory=155B25263A1CAF8D85257DF800645AEF
48269C134D76D41B88257C780076B726,Food-InspectionDetails?OpenView&RestrictToCategory=431605CC9B0539EA85257DD600696F73
48269C134D76D41B88257C780076B726,Food-InspectionDetails?OpenView&RestrictToCategory=13A9FD9A9F272C3A85257DAB0074ECBA
48269C134D76D41B88257C780076B726,Food-InspectionDetails?OpenView&RestrictToCategory=607D99FEFD94CBDF85257DA300648812
48269C134D76D41B88257C780076B726,Food-InspectionDetails?OpenView&RestrictToCategory=2807F1C37040EB7985257D9A006C5907
48269C134D76D41B88257C780076B726,Food-InspectionDetails?OpenView&RestrictToCategory=4AC8FAE0D3F2ABF685257D9A006DC28E
48269C134D76D41B88257C780076B726,Food-InspectionDetails?OpenView&RestrictToCategory=EE9BC5796FAA9A0385257CD60052B9E3
957A894A08B491F488257C780076B7AC,Food-InspectionDetails?OpenView&RestrictToCategory=9989B1D8667A3C098525815D006C9EBF
957A894A08B491F488257C780076B7AC,Food-InspectionDetails?OpenView&RestrictToCategory=E592BE889E60AE2B8525815D006BD7AF
957A894A08B491F488257C780076B7AC,Food-InspectionDetails?OpenView&RestrictToCategory=8724C47B07B81998852580DF00626A0E
957A894A08B491F488257C780076B7AC,Food-InspectionDetails?OpenView&RestrictToCategory=5B93F09A4401A967852580DF0061878D
957A894A08B491F488257C780076B7AC,Food-InspectionDetails?OpenView&RestrictToCategory=F36DCED94F382E0C8525802F005DA0A9
957A894A08B491F488257C780076B7AC,Food-InspectionDetails?OpenView&RestrictToCategory=092BF4B1C5029A518525802F00607777
957A894A08B491F488257C780076B7AC,Food-InspectionDetails?OpenView&RestrictToCategory=39AC2DB68024EC8D85257F8B00653001
957A894A08B491F488257C780076B7AC,Food-InspectionDetails?OpenView&RestrictToCategory=F3237FAEE524285D85257F8B006598DF
957A894A08B491F488257C780076B7AC,Food-InspectionDetails?OpenView&RestrictToCategory=A1F1154FB1A239DD85257F41005D4304
957A894A08B491F488257C780076B7AC,Food-InspectionDetails?OpenView&RestrictToCategory=B20E8BD2659448FA85257F41005D85C4
957A894A08B491F488257C780076B7AC,Food-InspectionDetails?OpenView&RestrictToCategory=941DF03B5F17446185257EAF0065D1F7
957A894A08B491F488257C780076B7AC,Food-InspectionDetails?OpenView&RestrictToCategory=C80A171054F2148385257EAF00671A12
957A894A08B491F488257C780076B7AC,Food-InspectionDetails?OpenView&RestrictToCategory=8662F01C8CD5D69088257DCE005DC64D
957A894A08B491F488257C780076B7AC,Food-InspectionDetails?OpenView&RestrictToCategory=A9C73DDCE5A0DC8588257DCE005D4A20
957A894A08B491F488257C780076B7AC,Food-InspectionDetails?OpenView&RestrictToCategory=BBD38AF758D719B988257D25006576E3
957A894A08B491F488257C780076B7AC,Food-InspectionDetails?OpenView&RestrictToCategory=7262809E7DB266E788257D2500647169
C802C706472A59EA85257F41004E9664,Food-InspectionDetails?OpenView&RestrictToCategory=AEA26F23089A92B2852581E80072A3E8
C802C706472A59EA85257F41004E9664,Food-InspectionDetails?OpenView&RestrictToCategory=FDA1683F0F9FBF35852581E8007452D5
C802C706472A59EA85257F41004E9664,Food-InspectionDetails?OpenView&RestrictToCategory=EEA158F5B7CF34DF8525808A00789B88
C802C706472A59EA85257F41004E9664,Food-InspectionDetails?OpenView&RestrictToCategory=A2BFEAE3787F7CFD8525808A00786021
C802C706472A59EA85257F41004E9664,Food-InspectionDetails?OpenView&RestrictToCategory=2245FC9C8862ACE3852580800057C391
C802C706472A59EA85257F41004E9664,Food-InspectionDetails?OpenView&RestrictToCategory=0523841109540BD2852580800053E943
C802C706472A59EA85257F41004E9664,Food-InspectionDetails?OpenView&RestrictToCategory=20290D00BA57C56985257F8D0053B8AC
C802C706472A59EA85257F41004E9664,Food-InspectionDetails?OpenView&RestrictToCategory=D3B39F739ECBA08E85257F8D0054DBDF
C802C706472A59EA85257F41004E9664,Food-InspectionDetails?OpenView&RestrictToCategory=D8233CBA9310791A85257F410073D352
A69F65126AF46A1B88257C780076AD9B,Food-InspectionDetails?OpenView&RestrictToCategory=75F12D5A8259B628852581D200677287
A69F65126AF46A1B88257C780076AD9B,Food-InspectionDetails?OpenView&RestrictToCategory=488497C40B18EA3F8525811300674754
A69F65126AF46A1B88257C780076AD9B,Food-InspectionDetails?OpenView&RestrictToCategory=A274D0C4DE5EA7728525806D006DCF13
A69F65126AF46A1B88257C780076AD9B,Food-InspectionDetails?OpenView&RestrictToCategory=C728362C57E5BB4985257F94006ECC5B
A69F65126AF46A1B88257C780076AD9B,Food-InspectionDetails?OpenView&RestrictToCategory=2D15435F3AE51B3285257EBA006B9757
A69F65126AF46A1B88257C780076AD9B,Food-InspectionDetails?OpenView&RestrictToCategory=07537A0EB8F40A4385257E5E00548468
A69F65126AF46A1B88257C780076AD9B,Food-InspectionDetails?OpenView&RestrictToCategory=8CDCFAED7B22822B85257DC40064AA6C
A69F65126AF46A1B88257C780076AD9B,Food-InspectionDetails?OpenView&RestrictToCategory=32946392F30316E985257D2E006B5C4C
E7C64A882543A35988257C780076B305,Food-InspectionDetails?OpenView&RestrictToCategory=3117EC7F4838A044852581C30053806F
E7C64A882543A35988257C780076B305,Food-InspectionDetails?OpenView&RestrictToCategory=BB41B508ABE4F5C2852580AF006F7D74
E7C64A882543A35988257C780076B305,Food-InspectionDetails?OpenView&RestrictToCategory=A5084182A0592BD585257FA300556190
E7C64A882543A35988257C780076B305,Food-InspectionDetails?OpenView&RestrictToCategory=E120CA580191C00E85257F170067EA2B
E7C64A882543A35988257C780076B305,Food-InspectionDetails?OpenView&RestrictToCategory=C2EE5D602223376A85257E750065A1E1
E7C64A882543A35988257C780076B305,Food-InspectionDetails?OpenView&RestrictToCategory=4118A8EC26B9F7B085257DB100579D6C
E7C64A882543A35988257C780076B305,Food-InspectionDetails?OpenView&RestrictToCategory=7E20724041E32B3E85257D1E00420DB8
769D2BFECE1D82BE88257C780076B51C,Food-InspectionDetails?OpenView&RestrictToCategory=90A158E1AA7BFE2C852581A000684CE5
769D2BFECE1D82BE88257C780076B51C,Food-InspectionDetails?OpenView&RestrictToCategory=24CD641D91DD5B368525810F006854F0
769D2BFECE1D82BE88257C780076B51C,Food-InspectionDetails?OpenView&RestrictToCategory=97D454D96B1C5935852580370042F7C6
769D2BFECE1D82BE88257C780076B51C,Food-InspectionDetails?OpenView&RestrictToCategory=BB5F3E5E02EC35F585257F8D004315C0
769D2BFECE1D82BE88257C780076B51C,Food-InspectionDetails?OpenView&RestrictToCategory=2702A5A49A2683A685257EFF006303E9
769D2BFECE1D82BE88257C780076B51C,Food-InspectionDetails?OpenView&RestrictToCategory=5358EC9474A2ECC485257E0C0062CBAE
769D2BFECE1D82BE88257C780076B51C,Food-InspectionDetails?OpenView&RestrictToCategory=3291BE014A030AFE85257E0B006958FE
769D2BFECE1D82BE88257C780076B51C,Food-InspectionDetails?OpenView&RestrictToCategory=647E0118237C65B285257D410063E302
769D2BFECE1D82BE88257C780076B51C,Food-InspectionDetails?OpenView&RestrictToCategory=3A795DBC44CFF11385257D3F0067A155
769D2BFECE1D82BE88257C780076B51C,Food-InspectionDetails?OpenView&RestrictToCategory=BF3FE38AD093F61A85257CA1006141F6
91FAD2903C3DFDF788257C780076B17C,Food-InspectionDetails?OpenView&RestrictToCategory=28416BA75BC7FFC6852581D300623D58
91FAD2903C3DFDF788257C780076B17C,Food-InspectionDetails?OpenView&RestrictToCategory=8572701D832D0E25852581D300603365
91FAD2903C3DFDF788257C780076B17C,Food-InspectionDetails?OpenView&RestrictToCategory=E8F8BD6549C704FF85258115005CDDB9
91FAD2903C3DFDF788257C780076B17C,Food-InspectionDetails?OpenView&RestrictToCategory=20CFDD06EEAE659F85258115005E9142
