name,href
Beck Center For The Arts,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=952061E46CBE71B588257C780076AD48
Becker's Donuts,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=C458C8B0BC44E3F388257C780076B11D
Becker's Donuts & Bakery,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=E2A8C4DE3511D55B88257C780076B08A
Beckers Donuts & Bakery,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=C4DE44F0662A203F88257C780076AB0D
Beckers Donuts & Bakery Concessions,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=B3348D9EBEDED90B85257FBC00678C3B
Beckham's B & M Bar B Q,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=775A0F73A7AE426788257C780076B13E
Beckham's B & M Bar B Q,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=D5C770C3BEAA6F9F85257FBC004D862B
Bed Bath & Beyond,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=C85F8E3650FAF5DF85257D9500737B4F
Bedford Automile Inn & Saloon,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=FBA3FED3A0C24AA588257C780076A62F
Bedford Deli Inc/Deli For Less,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=5BEDB34EFF4E905588257C780076A66E
Bedford Downtown Beverage,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=00313523C127D06988257C780076A660
Bedford Falls Cafe,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=EF4E158D464460B985257DFD0058DE97
Bedford Gas Inc. dba Gasway,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=C42328B1FAF09ACC85258029004E0B77
Bedford Hts Day Care/Friendship Ch,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=296BDDFA0A984A0B88257C780076A68F
Bedford Hts Municipal Pool,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=72E946834D3E840288257C780076A68B
Bedford Hts Sunoco,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=254DDD922CBFC83A88257C780076A6AA
Bedford Medical Center/Univ Hosp Hlth Sy,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=FCAA09FCE998B96288257C780076A63C
Bedford Senior High,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=574DCF3B8C8C418B88257C780076A655
Bee My Baby Child Care & Preschool,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=B934CFA8AA606A3188257C780076B000
Bee My Baby Too,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=1AB902135B096D8885257F5B00743F63
Beechmont Country Club #2562,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=BE726A68BD1ABDFD88257C780076B18F
Beechmont Country Club/Snack Shop #2563,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=53DB0796732F819188257C780076B18B
Beginners World Day Care Center Inc,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=AB0D47922F12AF1388257C780076B0CB
Behind The Woods/The Woods Restauran,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=CECCB303825976C088257C780076B3F5
Bella's Sports Bar,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=EF8145EF555B371F85257F6C006D23C5
Bella Cafe,/clients/ohio/cuyahoga/cuyahoga_web_live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=C20AED7A87E0A5F188257C780076A76A
Bellefaire Cottage - Latency Center (H),/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=ED37862FC6593FC788257C780076B6AE
Bellefaire Cottage 10-12 (Bldg E),/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=03FA47C9FD2A538A88257C780076B6AB
Bellefaire Cottage 13-14 (bldg K),/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=06D213AD17F637FA88257C780076B6AC
Bellefaire Day Center Kitchen (Bldg D),/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=DF4D00896527B25C88257C780076B6AD
Ben & Jerry's Ice Cream,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=308F9AC94E2A337288257C780076B68C
Ben & Jerry's Scoop Shop,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=14249F80D1DBD65988257C780076B6A6
Ben & Jerrys Ice Cream,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=3BF82ABF5F2CD3C388257C780076B6A7
Bench Lounge,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=18482FD21D16D27588257C780076AA0E
Bennetts Bar & Pizzeria,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=2195487435B939A185257FC000517831
"Benny's Grill, LLC dba Jerusalem Grill Llc",/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=AB46AC28F2DF818988257C780076B547
Berea Beverage,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=21B4B823AB989E4688257C780076A70D
Berea Cafe,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=2DBF89BA2E7043EB8525819F00589ACF
Berea Center For Specialized Care,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=A7FC6F9AB11E767088257C780076A6D1
Berea Dairy Queen,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=8362BB4FC52018BD88257C780076A6BD
Berea Elks #1815,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=99ADE2B3F61D468885257F50005B8A3B
Berea High School,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=DF283C1D6D7B09AF88257C780076A6F7
Berea Lake Towers,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=6E8CAF2B8804005F88257C780076A6E0
Berea Sunoco,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=C5308DBBDDC09F8185257F69005A4A40
Berea Union Depot Taverne,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=1BCC9CB2BA88E0A288257C780076A6E2
"Bersacola Ind., Inc/Dba: A Slice Above",/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=ACC431CCA05290BE88257C780076B67A
Bessie Kinsner Elementary School,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=6A17AC7EA7CAD6D485257DE1006BCAC1
Best Gyros,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=6D3F092CA1C8AD9E88257C780076AF29
Best Gyros,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=9F7F7B6F903FC48088257C780076A90C
Best Steak & Gyros House,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=2D5CF02430434E6488257C780076A9D2
Best Western Inn & Suites,/clients/ohio/cuyahoga/cuyahoga_web_live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=9CAD7974CA3C70ED85257F3900540BBD
Best Wok,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=C8B07F07FA251DFA85257F610067F669
Bethany Assembly of God Church,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=35224622D07EF0D388257C780076B28E
Bethany Lutheran School,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=5B3F03D164BB560488257C780076B27B
Bethel Christian Academy,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=85A841433FED30CF85257F4600537AAC
Bethesda Child Care Center,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=C4AF8D541DABC28D88257C780076A59A
Bethlehem Lutheran Church,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=88FF0D785510DBEB88257C780076B28C
Better Bit of Butter Cookies,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=065CC2CE87ADD60585257F390053E0F0
Beverage House,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=3B966304B1D0498D85257F72005F06BE
Beverage Square,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=FFAA61B79BE0CEA888257C780076AD89
Biagio's Deli & Beverage,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=53CE8D47AB0E55A085257DF7006AA13D
Biddulph Beverage,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=A1765B9A48B473AB85257FBC004D5677
Big B's Bar-B-Que,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=FE68F2561C9B264C852580650071A03F
Big B's Beverage,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=FD750CA71D31BAE585257EAF004CA83D
Big Boy Burgers & Shakes,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=70A3747B5D31B8C585257ED70059FE8F
Big Boy Restaurants #524,/clients/ohio/cuyahoga/cuyahoga_web_live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=7E67AAAE4065D71488257C780076B6D4
Big Creek Convenient,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=7A735524D6E4B0FE88257C780076B2EC
Big Creek Elementary School,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=2DB7490199C6CBD488257C780076AF8C
Big Lots #1055,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=83EFFD07A911011788257C780076ABBB
Big Lots #1496,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=43AB8028F9A9417288257C780076B371
Big Lots #5094,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=8CA89796503AC05E88257C780076B2D4
Big Lots #5129,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=AAA0EE60E0C162EB88257C780076B660
Big Lots #5181,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=92517737D3B9CE4388257C780076A611
Big Lots #5206,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=D01E2556DCCDBF9288257C780076B06D
Big Lots #5343,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=5646F51F5B4A3524852580B500675047
Big N Little Store,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=321251900C75F77085257DC1005D3F4F
Bill's Coffee Shop,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=DBBF0650F41F8F1688257C780076A8FC
Bilo's Bar & Grille / The Local Bar,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=03DD186BEF973EC8852580D8005D992F
"Bimbo Bakeries USA, Inc",/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=C64306BFA4BB438985257DE700613206
Birch Elementary,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=5DE8B5C3E04C58F188257C780076B055
Birchwood Banquet & Party Ctr,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=515CA4CD6EAC39A988257C780076B6E9
Bird Technologies,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=3E00B5CA1CBAD55D88257C780076B4D9
Bird Technologies,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=A895C87D48A9A440852580D500514570
Birdtown Beverage,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=D4D36E1D6F856EA0852580870051CB0F
Biryani Hut Espress,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=1173F0D221B9248B852581A70058AB18
Bistro At Freedom Square,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=99ABDBC350BB07A088257C780076AC6C
Bistro on 130,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=470E01876F5804CE852581C20057461D
BJ's Restaurant,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=83C868B3B9F59F578525806E006C372F
Bj's Wholesale Club #122,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=16DF35A44BC6C21188257C780076B74A
Bj's Wholesale Club #124,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=D427ACF9AE07643888257C780076AFB1
BJRP dba:Moxie,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=16A8E80342553CA388257C780076A5CD
Black Box Fix,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=9B533E81F770D846852581DF004C79DC
Black Box Fix*,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=9B533E81F770D846852581F400504306
Black Cat Bar & Grill,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=8A19357F2E63105E88257C780076B348
Black Forest Pub LLC,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=728CECEE7523545188257C780076B52E
Blackbird Baking Co,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=0012C4FB6694659588257C780076ADA3
Bleachers Sports Grill,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=303D6B14901695E188257C780076B22D
Bloom at Lakewood,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=9C5341038366A05188257C780076AD0A
Blue Ginger,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=C5DC2180B44B50DF85257D9C0052F160
Blue Jade,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=664593BD0C74337788257C780076AF65
Blue Line Bar And Grill,/clients/ohio/cuyahoga/cuyahoga_web_live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=C01FD0E664D2EC5388257C780076B1B6
Blue Line Cafe,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=80C3E7EBCB72A87588257C780076ABE5
Blue Plate Cafe,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=91C86874D671431F88257C780076A5DC
Blue Star Cafe & Market,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=8AF0920A29498337852580420048FBA8
Blue Turtle Tavern,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=E931FF5C584C19F188257C780076AFDC
Bluestone Elementary,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=44ED64C685B7879B88257C780076AA92
BMAD dba Kevante's,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=6C32AA2E5F23D56885258145006DBBAA
BOARDWALK BAR & GRILL,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=6518B4D3B54AD8AE88257C780076AA4F
Bob's Corvette Diner,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=F7E216D569A3411488257C780076B5E8
Bob Adams Automotive #1,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=5E37D7E2434CD59888257C780076A65D
Bob Evans,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=C43B140E7294BD7785257CFA006A66E0
Bob Evans Farms Llc #56,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=E9C87DD8627F382288257C780076A7C5
Bob Evans Farms #64,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=D438F8FCA808AF9B88257C780076AEE4
"Bob Evans Farms, Llc #120",/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=3797132382B648D588257C780076B011
"Bob Evans Farms, Llc #139",/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=411A23FBC6612CDE88257C780076B795
"Bob Evans Farms, Llc #16",/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=87D9C5F87CC9AFD788257C780076A7C4
"Bob Evans Farms, LLC #27",/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=28FD103648D5DD0088257C780076AF6D
"Bob Evans Farms, Llc #509",/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=397E1FCA665A87DD88257C780076A5E2
"Bob Evans Farms, Llc #571",/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=7DE01627045CA09A88257C780076B552
"Bob Evans Farms,llc #28",/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=263CA1430D6D752888257C780076AC5D
Bob Evans #585,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=7B6A718526F48DB885257DEB005B6E35
Bob Sferra Culinary Occasions,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=C12563B86DA8D0E588257C780076B553
Bob & Pegs' Handle Bar,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=2C97FA40A735D55988257C780076A677
Bobby De's Gateway,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=E3FA3FB8F72C011688257C780076A67D
Bobby O's Place,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=9F2E5C4CCE79205D88257C780076ACDE
Bobs Villager,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=6EB53281F3B0651485257DF8007063F7
Boca Loca Burrito Factory,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=0A187B2ED268FEDB85257ECE00574F39
Bochellie's Pizza,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=0306A7937BD03268852580340053EA01
Bodega,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=A78F724501C9DC0288257C780076A8EF
Body and Mind Daycare Center,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=AE85D782641F3219852580C1006F68C4
Body And Mind Daycare Center,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=B05F00D2FC3C61DD852580C1006F3A52
Bohar Donts,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=0445D3A16C881930852581870060AC1A
Bohlken Park Concessions,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=BDAA438D288B6BCE88257C780076AB40
"Boiling Seafood, LLC",/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=0E3E6BB3BED85EE085257EBD004AA321
Bomba Tacos & Rum,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=D75BA105EF047B8285257E0A00549EF9
Bon Chon,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=448E258A304EDBA485257F390053A23B
Bonefish Grill,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=6CFC92FC6F4B33A385257D6C006DFAB9
Bonefish Grill,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=D71358A00955FB4585257F48004D459A
"Bonnie Davis Catering, Inc.",/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=AE847A755078358688257C780076B71B
Bonnies Lounge,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=8ACA14EFBF692E8D88257C780076AB30
Book The Cooks Inc,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=BEECA53A52D475F688257C780076A636
Books-A-Million (Joe Muggs) #267,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=B8370B7FA3E286DD88257C780076AB08
Borderline Cafe,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=8F0E4DFB2B871F5E88257C780076ACE1
Boris' Kosher Meat Market,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=D88D3F4FB25FECE288257C780076B6C3
Bosan's Restaurant Inc dba Dagnese's Italian Restaurant,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=6E2918741702315888257C780076B463
Boss Dog Brewing Co,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=EC1BF6A06523C23A852581830055D860
Boss Pro-Karting,/clients/ohio/cuyahoga/cuyahoga_web_live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=4A30D4626704234685257FFC00586896
Boston Market #139,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=22184180C73E030B88257C780076ADD4
Boston Market #1466,/Clients/Ohio/Cuyahoga/Cuyahoga_Web_Live.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=89A7266D72137DEF88257C780076AD08
